year,school_kind,estb,school_division,region,status,school_code_std,school_name,enrolled_students,enrolled_dropouts,enrolled_dropout_rate,freshman_students,freshman_dropouts,freshman_dropout_rate,uploaded_at
2022,대학교,사립,대학,경기,기존,0000184,칼빈대학교,563,64,11.37,98,7,7.14,2026-08-07T10:05:19.852Z
2022,대학교,사립,대학,경기,기존,0000186,평택대학교,4456,396,8.89,813,94,11.56,2026-08-07T10:05:19.852Z
2022,대학교,사립,대학,경북,기존,0000188,포항공과대학교,1675,36,2.15,329,18,5.47,2026-08-07T10:05:19.852Z
2022,대학교,국립,대학,경기,기존,0000037,한경국립대학교,6971,439,6.3,1207,105,8.7,2026-08-07T10:05:19.852Z
2022,대학교,사립,대학,경기,기존,0000247,한국공학대학교,9826,502,5.11,1834,166,9.05,2026-08-07T10:05:19.852Z
2022,대학교,특별법법인,대학,대전,기존,0000374,한국과학기술원,4775,125,2.62,782,34,4.35,2026-08-07T10:05:19.852Z
2022,대학교,국립,대학,충북,기존,0000031,한국교원대학교,2596,66,2.54,590,37,6.27,2026-08-07T10:05:19.852Z
2022,대학교,국립,대학,충북,기존,0000034,국립한국교통대학교,11608,726,6.25,2118,190,8.97,2026-08-07T10:05:19.852Z
2022,대학교,사립,대학,충남,기존,0000189,한국기술교육대학교,5923,268,4.52,983,88,8.95,2026-08-07T10:05:19.852Z
2022,방송통신대학,국립,대학,서울,기존,0000273,한국방송통신대학교,136789,28396,20.76,9073,917,10.11,2026-08-07T10:05:19.852Z
2022,대학교,사립,대학,서울,기존,0000191,한국성서대학교,1209,69,5.71,240,20,8.33,2026-08-07T10:05:19.852Z
2022,대학교,특별법법인,대학,전남,기존,0003139,한국에너지공과대학교,107,7,6.54,107,7,6.54,2026-08-07T10:05:19.852Z
2022,사이버대학(대학),사립,대학,서울,기존,0000326,한국열린사이버대학교,6283,1120,17.83,1720,339,19.71,2026-08-07T10:05:19.852Z
2022,각종학교(대학),특별법국립,대학,서울,기존,0000383,한국예술종합학교,3276,66,2.01,559,8,1.43,2026-08-07T10:05:19.852Z
2022,대학교,사립,대학,서울,기존,0000192,한국외국어대학교,22720,912,4.01,3821,413,10.81,2026-08-07T10:05:19.852Z
2022,대학교,특별법국립,대학,충남,기존,0003022,한국전통문화대학교,744,1,0.13,145,0,0,2026-08-07T10:05:19.852Z
2022,대학교,국립,대학,서울,기존,0000032,한국체육대학교,3031,69,2.28,572,16,2.8,2026-08-07T10:05:19.852Z
2022,대학교,사립,대학,대전,기존,0000182,한국침례신학대학교,1208,75,6.21,186,7,3.76,2026-08-07T10:05:19.852Z
2022,대학교,사립,대학,경기,기존,0000194,한국항공대학교,5917,231,3.9,993,78,7.85,2026-08-07T10:05:19.852Z
2022,대학교,국립,대학,부산,기존,0000033,국립한국해양대학교,8078,347,4.3,1494,100,6.69,2026-08-07T10:05:19.852Z
2022,대학교,사립,대학,대전,기존,0000195,한남대학교,15444,866,5.61,2928,208,7.1,2026-08-07T10:05:19.852Z
2022,대학교,사립,대학,경북,기존,0000196,한동대학교,5333,157,2.94,813,14,1.72,2026-08-07T10:05:19.852Z
2022,대학교,사립,대학,강원,기존,0000197,한라대학교,4479,347,7.75,577,59,10.23,2026-08-07T10:05:19.852Z
2022,대학교,사립,대학,강원,기존,0000198,한림대학교,10365,448,4.32,1873,111,5.93,2026-08-07T10:05:19.852Z
2022,대학교,국립,대학,대전,기존,0000039,국립한밭대학교,11259,641,5.69,2079,135,6.49,2026-08-07T10:05:19.852Z
2022,대학교,사립,대학,충남,기존,0000199,한서대학교,8857,559,6.31,1589,154,9.69,2026-08-07T10:05:19.852Z
2022,대학교,사립,대학,서울,기존,0000200,한성대학교,9484,393,4.14,1646,145,8.81,2026-08-07T10:05:19.852Z
2022,대학교,사립,대학,경기,기존,0000201,한세대학교,3304,188,5.69,611,53,8.67,2026-08-07T10:05:19.852Z
2022,대학교,사립,대학,경기,기존,0000202,한신대학교,7588,483,6.37,1240,84,6.77,2026-08-07T10:05:19.852Z
2022,대학교,사립,대학,서울,기존,0000203,한양대학교,22284,802,3.6,3680,380,10.33,2026-08-07T10:05:19.852Z
2022,대학교,사립,대학,경기,기존,0000204,한양대학교(ERICA)_분교,13964,361,2.59,2397,130,5.42,2026-08-07T10:05:19.852Z
2022,사이버대학(대학),사립,대학,서울,기존,0000331,한양사이버대학교,18279,2632,14.4,4511,702,15.56,2026-08-07T10:05:19.852Z
2022,대학교,사립,대학,전북,기존,0000206,한일장신대학교,1035,117,11.3,222,27,12.16,2026-08-07T10:05:19.852Z
2022,대학교,사립,대학,경기,기존,0000207,협성대학교,5383,346,6.43,1070,94,8.79,2026-08-07T10:05:19.852Z
2022,대학교,사립,대학,광주,기존,0000208,호남대학교,8926,671,7.52,1549,133,8.59,2026-08-07T10:05:19.852Z
2022,대학교,사립,대학,광주,기존,0000209,호남신학대학교,814,40,4.91,119,12,10.08,2026-08-07T10:05:19.852Z
2022,대학교,사립,대학,충남,기존,0000211,호서대학교,16155,923,5.71,3087,304,9.85,2026-08-07T10:05:19.852Z
2022,산업대학,사립,대학,전북,기존,0000282,호원대학교,6644,745,11.21,1376,211,15.33,2026-08-07T10:05:19.852Z
2022,대학교,사립,대학,세종,기존,0002949,홍익대학교_제2캠퍼스,7961,441,5.54,1383,180,13.02,2026-08-07T10:05:19.852Z
2022,대학교,사립,대학,서울,기존,0000212,홍익대학교,17235,628,3.64,2876,281,9.77,2026-08-07T10:05:19.852Z
2022,대학교,사립,대학,경기,기존,0000233,화성의과학대학교,586,53,9.04,71,10,14.08,2026-08-07T10:05:19.852Z
2022,사이버대학(대학),사립,대학,부산,기존,0000333,화신사이버대학교,1694,240,14.17,544,103,18.93,2026-08-07T10:05:19.852Z
2022,기능대학,사립,전문대학,경기,기존,0000579,ICT폴리텍대학,463,69,14.9,154,26,16.9,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경북,기존,0000410,가톨릭상지대학교,2206,210,9.5,752,65,8.6,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,충북,기존,0000433,강동대학교,4018,380,9.5,1380,141,10.2,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,강원,기존,0000514,강릉영동대학교,4271,300,7,1156,136,11.8,2026-08-07T10:05:19.852Z
2022,전문대학,공립,전문대학,강원,기존,0002639,강원도립대학교,901,100,11.1,314,29,9.2,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경남,기존,0000412,거제대학교,1293,100,7.7,448,41,9.2,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경기,기존,0000560,경기과학기술대학교,6671,560,8.4,1938,169,8.7,2026-08-07T10:05:19.852Z
2022,전문대학,공립,전문대학,경남,기존,0000402,경남도립거창대학,1137,93,8.2,396,23,5.8,2026-08-07T10:05:19.852Z
2022,전문대학,공립,전문대학,경남,기존,0000403,경남도립남해대학,1059,112,10.6,389,33,8.5,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,부산,기존,0002640,경남정보대학교,8741,685,7.8,2309,179,7.8,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경기,기존,0000416,경민대학교,6464,484,7.5,1931,157,8.1,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경기,기존,0002641,경복대학교,7941,645,8.1,2427,194,8,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경북,기존,0000456,경북과학대학교,2085,164,7.9,865,91,10.5,2026-08-07T10:05:19.852Z
2022,전문대학,공립,전문대학,경북,폐교,0000405,경북도립대학교,903,108,12,215,28,13,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경북,기존,0000438,경북보건대학교,1480,85,5.7,416,38,9.1,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경북,기존,0002642,경북전문대학교,3128,182,5.8,1187,66,5.6,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,인천,기존,0000422,경인여자대학교,3876,399,10.3,1520,206,13.6,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,대구,기존,0000425,계명문화대학교,5964,516,8.7,2109,159,7.5,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경기,기존,0000426,계원예술대학교,3715,293,7.9,1244,114,9.2,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,전남,기존,0000428,광양보건대학교,131,19,14.5,66,12,18.2,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,광주,기존,0000429,광주보건대학교,4491,291,6.5,1445,90,6.2,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경북,기존,0000430,구미대학교,6779,550,8.1,2597,209,8,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경기,기존,0000549,국제대학교,3219,477,14.8,1053,138,13.1,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,전북,기존,0002971,군산간호대학교,1272,43,3.4,306,22,7.2,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,전북,기존,0000432,군장대학교,1750,127,7.3,736,70,9.5,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,광주,기존,0002972,기독간호대학교,673,21,3.1,178,10,5.6,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경기,기존,0000440,김포대학교,2266,334,14.7,783,94,12,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경남,기존,0000569,김해대학교,1632,116,7.1,508,44,8.7,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,전남,기존,0000435,나주대학교,1429,161,11.3,756,103,13.6,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경기,기존,0000441,농협대학교,495,21,4.2,134,9,6.7,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경북,기존,0000442,대경대학교,4169,507,12.2,1661,228,13.7,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,대구,기존,0000443,대구공업대학교,1322,210,15.9,654,102,15.6,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,대구,기존,0000446,대구과학대학교,4840,483,10,1848,198,10.7,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,대구,기존,0000444,대구보건대학교,8276,656,7.9,2687,229,8.5,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,대전,기존,0000546,대덕대학교,2328,430,18.5,879,169,19.2,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,부산,기존,0000447,대동대학교,1690,94,5.6,479,46,9.6,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경기,기존,0000448,대림대학교,10087,744,7.4,3011,258,8.6,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,충북,기존,0000449,대원대학교,1944,174,9,523,47,9,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,대전,기존,0000453,대전과학기술대학교,4380,368,8.4,1463,118,8.1,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,대전,기존,0000451,대전보건대학교,5522,400,7.2,1673,116,6.9,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,광주,기존,0000460,동강대학교,2791,451,16.2,1083,260,24,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경기,기존,0000457,동남보건대학교,5699,438,7.7,1805,222,12.3,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경기,기존,0000450,동서울대학교,8051,885,11,2768,325,11.7,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경기,기존,0000461,동아방송예술대학교,4159,223,5.4,1157,67,5.8,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,전남,기존,0000462,동아보건대학교,1014,103,10.2,351,35,10,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,서울,기존,0000463,동양미래대학교,9568,748,7.8,2873,304,10.6,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경남,기존,0000509,동원과학기술대학교,2801,240,8.6,986,111,11.3,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경기,기존,0000465,동원대학교,3621,401,11.1,1472,129,8.8,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,부산,기존,0000466,동의과학대학교,5008,612,12.2,1666,189,11.3,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경기,기존,0000469,두원공과대학교,2991,416,13.9,828,100,12.1,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경남,기존,0000470,마산대학교,6273,491,7.8,1952,175,9,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,서울,기존,0000473,명지전문대학,9350,795,8.5,3291,393,11.9,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,전남,기존,0000474,목포과학대학교,3133,131,4.2,944,62,6.6,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경북,기존,0000475,문경대학교,912,89,9.8,214,24,11.2,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,서울,기존,0000476,배화여자대학교,3086,329,10.7,1383,197,14.2,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,충남,기존,0000543,백석문화대학교,5077,559,11,1397,127,9.1,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,전북,기존,0000477,백제예술대학교,1016,182,17.9,390,65,16.7,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,부산,기존,0000479,부산경상대학교,2364,496,21,915,188,20.5,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,부산,기존,0000481,부산과학기술대학교,4738,331,7,1696,156,9.2,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,부산,기존,0000467,부산보건대학교,2980,245,8.2,887,76,8.6,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,부산,기존,0000480,부산여자대학교,1857,146,7.9,646,69,10.7,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,부산,기존,0000561,부산예술대학교,741,130,17.5,360,62,17.2,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경기,기존,0000482,부천대학교,9685,593,6.1,3252,242,7.4,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,서울,기존,0000483,삼육보건대학교,1598,121,7.6,552,69,12.5,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,강원,폐교,0000485,상지영서대학교,271,94,34.7,0,0,0,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경북,폐교,0002645,서라벌대학교,464,41,8.8,0,0,0,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,광주,기존,0002646,서영대학교,6881,535,7.8,2180,206,9.4,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,서울,기존,0002973,서울여자간호대학교,960,41,4.3,227,30,13.2,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경기,기존,0000489,서울예술대학교,4122,144,3.5,1162,23,2,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,서울,기존,0000490,서일대학교,8562,760,8.9,2707,333,12.3,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경기,기존,0000566,서정대학교,10849,580,5.3,3553,237,6.7,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경북,기존,0000550,선린대학교,2399,182,7.6,753,54,7.2,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,부산,폐교,0000493,성심외국어대학,1239,1,0.1,0,0,0,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경북,기존,0002647,성운대학교,1612,157,9.7,775,102,13.2,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,강원,기존,0000515,세경대학교,921,137,14.9,369,44,11.9,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,강원,기존,0000567,송곡대학교,959,138,14.4,253,64,25.3,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,강원,기존,0000564,송호대학교,987,113,11.4,413,44,10.7,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,대구,기존,0002649,수성대학교,4209,335,8,1523,148,9.7,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경기,기존,0000497,수원과학대학교,4121,473,11.5,1116,165,14.8,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경기,기존,0000496,수원여자대학교,4024,301,7.5,1516,138,9.1,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,전남,기존,0000498,순천제일대학교,3165,345,10.9,1340,165,12.3,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,서울,기존,0000500,숭의여자대학교,3312,373,11.3,1506,243,16.1,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경기,기존,0000501,신구대학교,8027,739,9.2,2823,298,10.6,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,충남,기존,0000502,신성대학교,3359,315,9.4,1196,101,8.4,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경기,기존,0000506,신안산대학교,2786,390,14,1018,124,12.2,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,충남,기존,0000454,아주자동차대학교,1942,169,8.7,307,23,7.5,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경북,기존,0002650,안동과학대학교,2487,164,6.6,782,45,5.8,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경기,기존,0000507,안산대학교,5637,453,8,1992,201,10.1,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경기,기존,0000510,여주대학교,4093,366,8.9,1109,65,5.9,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경기,기존,0002651,연성대학교,8437,559,6.6,2718,206,7.6,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경남,기존,0002652,연암공과대학교,2084,186,8.9,509,34,6.7,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,충남,기존,0000512,연암대학교,1552,109,7,593,37,6.2,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경북,기존,0000418,영남외국어대학,541,46,8.5,267,34,12.7,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,대구,기존,0000513,영남이공대학교,7982,767,9.6,2730,245,9,2026-08-07T10:05:19.852Z
2022,사이버대학(전문대학),사립,전문대학,대구,기존,0000575,영진사이버대학교,3819,239,6.3,1430,54,3.8,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,대구,기존,0000517,영진전문대학교,9595,1062,11.1,3427,372,10.9,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경기,기존,0002653,오산대학교,6119,635,10.4,2159,218,10.1,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경기,기존,0000520,용인예술과학대학교,3456,382,11.1,1069,112,10.5,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,대전,기존,0000452,우송정보대학,4127,513,12.4,1392,167,12,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,울산,기존,0000521,울산과학대학교,7268,453,6.2,1959,132,6.7,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경기,기존,0000568,웅지세무대학교,669,133,19.9,82,15,18.3,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,전북,기존,0000523,원광보건대학교,5323,426,8,1470,104,7.1,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경기,기존,0000524,유한대학교,6896,508,7.4,1960,143,7.3,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,서울,기존,0000525,인덕대학교,8163,762,9.3,2600,250,9.6,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,인천,기존,0002654,인하공업전문대학,10815,713,6.6,3473,297,8.6,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,경기,기존,0000527,장안대학교,2790,431,15.4,813,76,9.3,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,인천,기존,0000455,재능대학교,4480,478,10.7,1353,186,13.7,2026-08-07T10:05:19.852Z
2022,전문대학,사립,전문대학,전남,기존,0000529,전남과학대학교,3374,311,9.2,1400,178,12.7,2026-08-07T10:05:19.852Z
