year,cohort,school_rep_code,school_rep_name,region,estb,school_division,admission_quota,recruit_total,recruit_within,recruit_outside,enrolled_total,enrolled_within,enrolled_outside,fill_rate_within,fill_rate_within_outside,campus_count,grad_program_count,has_alimi,updated_at
2023,university,0000067,대전대학교,대전,사립,대학,1857,2049,1887,162,1974,1854,120,98.3,96.3,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000182,대전신학대학교,대전,사립,대학,32,34,32,2,6,6,0,18.8,17.6,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000080,목원대학교,대전,사립,대학,1815,1931,1825,106,1888,1825,63,100,97.8,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000081,배재대학교,대전,사립,대학,1845,1956,1849,107,1911,1823,88,98.6,97.7,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000184,우송대학교,대전,사립,대학,2004,2349,2010,339,2301,2009,292,100,98,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000120,을지대학교,대전,사립,대학,1059,1138,1060,78,1129,1060,69,100,99.2,3,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000551,한국침례신학대학교,대전,사립,대학,204,200,182,18,128,123,5,67.6,64,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000145,한남대학교,대전,사립,대학,2715,2988,2731,257,2923,2728,195,99.9,97.8,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000043,경성대학교,부산,사립,대학,2765,3160,2782,378,3130,2762,368,99.3,99.1,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000050,고신대학교,부산,사립,대학,861,921,868,53,745,721,24,83.1,80.9,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000180,동명대학교,부산,사립,대학,1618,1802,1627,175,1521,1416,105,87,84.4,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000073,동서대학교,부산,사립,대학,2094,2435,2133,302,2084,1923,161,90.2,85.6,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000075,동아대학교,부산,사립,대학,4058,4610,4081,529,4401,4075,326,99.9,95.5,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000077,동의대학교,부산,사립,대학,3617,3969,3560,409,3786,3496,290,98.2,95.4,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000082,부산가톨릭대학교,부산,사립,대학,735,773,707,66,741,677,64,95.8,95.9,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000083,부산외국어대학교,부산,사립,대학,1470,1733,1508,225,1682,1503,179,99.7,97.1,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000106,신라대학교,부산,사립,대학,1720,1975,1719,256,1541,1377,164,80.1,78,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000035,감리교신학대학교,서울,사립,대학,192,175,160,15,120,118,2,73.8,68.6,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000565,강서대학교,서울,사립,대학,277,429,278,151,395,278,117,100,92.1,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000037,건국대학교,서울,사립,대학,4569,5206,4596,610,5139,4556,583,99.1,98.7,2,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000047,경희대학교,서울,사립,대학,4830,5782,4849,933,5759,4835,924,99.7,99.6,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000049,고려대학교,서울,사립,대학,5333,6226,5328,898,6181,5322,859,99.9,99.3,2,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000053,광운대학교,서울,사립,대학,1684,1947,1687,260,1929,1685,244,99.9,99.1,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000056,국민대학교,서울,사립,대학,2966,3469,2970,499,3469,2970,499,100,100,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000070,덕성여자대학교,서울,사립,대학,1120,1226,1121,105,1209,1121,88,100,98.6,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000071,동국대학교,서울,사립,대학,4532,5130,4523,607,5077,4519,558,99.9,99,2,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000072,동덕여자대학교,서울,사립,대학,1577,1778,1578,200,1749,1575,174,99.8,98.4,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000084,삼육대학교,서울,사립,대학,1137,1245,1137,108,1218,1137,81,100,97.8,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000085,상명대학교,서울,사립,대학,2746,3039,2748,291,3003,2747,256,100,98.8,2,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000087,서강대학교,서울,사립,대학,1602,1914,1613,301,1882,1599,283,99.1,98.3,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000088,서경대학교,서울,사립,대학,1309,1941,1311,630,1720,1311,409,100,88.6,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000069,서울기독대학교,서울,사립,대학,136,145,136,9,119,117,2,86,82.1,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000091,서울여자대학교,서울,사립,대학,1670,1830,1670,160,1814,1671,143,100.1,99.1,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000539,서울한영대학교,서울,사립,대학,180,219,183,36,195,176,19,96.2,89,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000096,성공회대학교,서울,사립,대학,502,539,502,37,529,502,27,100,98.1,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000097,성균관대학교,서울,사립,대학,3335,4180,3349,831,4189,3341,848,99.8,100.2,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000098,성신여자대학교,서울,사립,대학,2195,2429,2196,233,2411,2189,222,99.7,99.3,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000100,세종대학교,서울,사립,대학,2360,2886,2361,525,2856,2361,495,100,99,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000103,숙명여자대학교,서울,사립,대학,2180,2508,2192,316,2508,2192,316,100,100,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000105,숭실대학교,서울,사립,대학,2700,3239,2704,535,3200,2689,511,99.4,98.8,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000110,연세대학교,서울,사립,대학,4790,5718,4800,918,5679,4786,893,99.7,99.3,2,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000121,이화여자대학교,서울,사립,대학,3167,3560,3174,386,3546,3164,382,99.7,99.6,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000125,장로회신학대학교,서울,사립,대학,150,166,150,16,152,145,7,96.7,91.6,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000129,중앙대학교,서울,사립,대학,4458,5413,4477,936,5407,4476,931,100,99.9,2,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000133,총신대학교,서울,사립,대학,307,354,308,46,334,308,26,100,94.4,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000134,추계예술대학교,서울,사립,대학,250,270,251,19,265,251,14,100,98.1,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000142,한국성서대학교,서울,사립,대학,223,251,223,28,241,223,18,100,96,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000143,한국외국어대학교,서울,사립,대학,3377,3901,3391,510,3875,3389,486,99.9,99.3,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000150,한성대학교,서울,사립,대학,1458,1672,1459,213,1653,1459,194,100,98.9,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000153,한양대학교,서울,사립,대학,4816,6239,4831,1408,6164,4827,1337,99.9,98.8,2,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000160,홍익대학교,서울,사립,대학,3720,4283,3726,557,4252,3717,535,99.8,99.3,2,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000066,대전가톨릭대학교,세종,사립,대학,40,41,40,1,9,8,1,20,22,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000117,울산대학교,울산,사립,대학,2727,2978,2753,225,2877,2730,147,99.2,96.6,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000123,인천가톨릭대학교,인천,사립,대학,165,184,165,19,172,162,10,98.2,93.5,2,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000124,인하대학교,인천,사립,대학,3495,4081,3497,584,4066,3495,571,99.9,99.6,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000054,광주가톨릭대학교,전남,사립,대학,40,41,40,1,13,13,0,32.5,31.7,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000074,동신대학교,전남,사립,대학,1508,1547,1454,93,1390,1328,62,91.3,89.9,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000166,목포가톨릭대학교,전남,사립,대학,120,126,120,6,121,115,6,95.8,96,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000064,세한대학교,전남,사립,대학,817,999,817,182,959,814,145,99.6,96,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000114,영산선학대학교,전남,사립,대학,50,52,50,2,2,2,0,4,3.8,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000190,초당대학교,전남,사립,대학,717,768,721,47,722,684,38,94.9,94,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000173,예수대학교,전북,사립,대학,115,123,115,8,121,115,6,100,98.4,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000164,예원예술대학교,전북,사립,대학,231,287,236,51,205,196,9,83.1,71.4,2,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000116,우석대학교,전북,사립,대학,1507,1667,1545,122,1391,1306,85,84.5,83.4,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000118,원광대학교,전북,사립,대학,3047,3228,3061,167,3046,2919,127,95.4,94.4,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000126,전주대학교,전북,사립,대학,2522,2810,2554,256,2524,2394,130,93.7,89.8,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000155,한일장신대학교,전북,사립,대학,219,253,220,33,211,209,2,95,83.4,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000223,호원대학교,전북,사립,대학,1114,1477,1089,388,1406,1045,361,96,95.2,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000192,제주국제대학교,제주,사립,대학,370,441,370,71,49,33,16,8.9,11.1,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000038,건양대학교,충남,사립,대학,1623,1733,1636,97,1666,1590,76,97.2,96.1,2,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000169,금강대학교,충남,사립,대학,110,116,110,6,57,57,0,51.8,49.1,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000059,나사렛대학교,충남,사립,대학,1211,1399,1230,169,1292,1188,104,96.6,92.4,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000189,남서울대학교,충남,사립,대학,2187,2525,2207,318,2366,2207,159,100,93.7,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000131,백석대학교,충남,사립,대학,2890,3166,2916,250,3084,2916,168,100,97.4,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000094,선문대학교,충남,사립,대학,2053,2223,2068,155,2221,2075,146,100.3,99.9,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000104,순천향대학교,충남,사립,대학,2352,2940,2354,586,2675,2354,321,100,91,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000128,중부대학교,충남,사립,대학,1760,1898,1770,128,1851,1723,128,97.3,97.5,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000225,청운대학교,충남,사립,대학,1133,1634,1151,483,1329,1105,224,96,81.3,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000141,한국기술교육대학교,충남,사립,대학,836,996,836,160,983,836,147,100,98.7,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000149,한서대학교,충남,사립,대학,1569,1661,1564,97,1552,1461,91,93.4,93.4,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000159,호서대학교,충남,사립,대학,2881,3197,2918,279,3150,2921,229,100.1,98.5,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000557,가톨릭꽃동네대학교,충북,사립,대학,108,119,110,9,110,107,3,97.3,92.4,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000058,극동대학교,충북,사립,대학,888,1063,896,167,663,519,144,57.9,62.4,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000093,서원대학교,충북,사립,대학,1622,1955,1640,315,1821,1640,181,100,93.1,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000099,세명대학교,충북,사립,대학,1603,1699,1603,96,1449,1357,92,84.7,85.3,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000113,유원대학교,충북,사립,대학,875,928,875,53,783,760,23,86.9,84.4,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000183,중원대학교,충북,사립,대학,812,813,761,52,638,601,37,79,78.5,1,0,Y,2026-08-15T03:27:05.075Z
2023,university,0000132,청주대학교,충북,사립,대학,2652,2882,2676,206,2810,2657,153,99.3,97.5,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000347,강릉영동대학교,강원,사립,전문대학,839,1145,839,306,871,694,177,82.7,76.1,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000378,강원관광대학교,강원,사립,전문대학,98,142,98,44,108,94,14,95.9,76.1,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000348,세경대학교,강원,사립,전문대학,408,550,408,142,410,355,55,87,74.5,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000393,송곡대학교,강원,사립,전문대학,200,324,200,124,297,181,116,90.5,91.7,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000390,송호대학교,강원,사립,전문대학,330,473,330,143,341,270,71,81.8,72.1,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000542,한국골프대학교,강원,사립,전문대학,160,214,160,54,183,149,34,93.1,85.5,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000383,한림성심대학교,강원,사립,전문대학,859,1188,859,329,1002,752,250,87.5,84.3,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000387,경기과학기술대학교,경기,사립,전문대학,1438,3158,1438,1720,2035,1344,691,93.5,64.4,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000255,경민대학교,경기,사립,전문대학,1503,2125,1503,622,1922,1501,421,99.9,90.4,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000259,경복대학교,경기,사립,전문대학,1788,2682,1788,894,2449,1764,685,98.7,91.3,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000264,계원예술대학교,경기,사립,전문대학,994,1378,994,384,1244,994,250,100,90.3,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000379,국제대학교,경기,사립,전문대학,1536,1845,1536,309,1016,889,127,57.9,55.1,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000277,김포대학교,경기,사립,전문대학,1115,1653,1115,538,702,514,188,46.1,42.5,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000278,농협대학교,경기,사립,전문대학,58,177,58,119,165,58,107,100,93.2,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000285,대림대학교,경기,사립,전문대학,2232,3555,2232,1323,3095,2212,883,99.1,87.1,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000294,동남보건대학교,경기,사립,전문대학,1326,1936,1326,610,1798,1326,472,100,92.9,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000287,동서울대학교,경기,사립,전문대학,2289,3032,2289,743,2756,2289,467,100,90.9,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000298,동아방송예술대학교,경기,사립,전문대학,823,1289,823,466,1191,823,368,100,92.4,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000302,동원대학교,경기,사립,전문대학,1380,2386,1260,1126,1247,1072,175,85.1,52.3,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000305,두원공과대학교,경기,사립,전문대학,1481,1741,1481,260,721,614,107,41.5,41.4,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000316,부천대학교,경기,사립,전문대학,2216,4301,2216,2085,3284,2216,1068,100,76.4,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000323,서울예술대학교,경기,사립,전문대학,581,1140,581,559,1130,581,549,100,99.1,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000392,서정대학교,경기,사립,전문대학,1370,3873,1370,2503,3057,1370,1687,100,78.9,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000330,수원과학대학교,경기,사립,전문대학,2005,2197,2005,192,1163,1064,99,53.1,52.9,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000329,수원여자대학교,경기,사립,전문대학,1443,1899,1443,456,1604,1290,314,89.4,84.5,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000334,신구대학교,경기,사립,전문대학,2300,3342,2300,1042,2886,2300,586,100,86.4,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000339,신안산대학교,경기,사립,전문대학,1050,1727,1050,677,954,797,157,75.9,55.2,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000340,안산대학교,경기,사립,전문대학,1473,2072,1473,599,1892,1422,470,96.5,91.3,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000343,여주대학교,경기,사립,전문대학,1492,2175,1492,683,1287,1009,278,67.6,59.2,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000341,연성대학교,경기,사립,전문대학,2229,2990,2229,761,2684,2229,455,100,89.8,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000350,오산대학교,경기,사립,전문대학,1777,2504,1777,727,2045,1691,354,95.2,81.7,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000559,용인예술과학대학교,경기,사립,전문대학,1210,1511,1210,301,1094,944,150,78,72.4,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000394,웅지세무대학교,경기,사립,전문대학,419,442,419,23,151,151,0,36,34.2,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000355,유한대학교,경기,사립,전문대학,1770,2345,1770,575,2014,1770,244,100,85.9,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000358,장안대학교,경기,사립,전문대학,2130,2419,2015,404,859,730,129,36.2,35.5,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000374,청강문화산업대학교,경기,사립,전문대학,1122,1478,1122,356,1414,1122,292,100,95.7,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000391,한국관광대학교,경기,사립,전문대학,930,1109,930,179,549,480,69,51.6,49.5,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000251,거제대학교,경남,사립,전문대학,345,435,345,90,389,332,57,96.2,89.4,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000395,김해대학교,경남,사립,전문대학,459,649,459,190,488,392,96,85.4,75.2,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000342,동원과학기술대학교,경남,사립,전문대학,703,1157,703,454,895,603,292,85.8,77.4,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000306,마산대학교,경남,사립,전문대학,1951,2568,1951,617,1986,1642,344,84.2,77.3,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000530,연암공과대학교,경남,사립,전문대학,496,505,445,60,489,445,44,100,96.8,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000369,진주보건대학교,경남,사립,전문대학,674,929,674,255,807,615,192,91.2,86.9,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000528,창원문성대학교,경남,사립,전문대학,468,564,468,96,371,326,45,69.7,65.8,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000396,한국승강기대학교,경남,사립,전문대학,297,385,297,88,252,214,38,72.1,65.5,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000249,가톨릭상지대학교,경북,사립,전문대학,562,825,562,263,731,524,207,93.2,88.6,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000293,경북과학대학교,경북,사립,전문대학,662,947,662,285,855,662,193,100,90.3,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000523,경북보건대학교,경북,사립,전문대학,360,475,342,133,407,330,77,96.5,85.7,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000258,경북전문대학교,경북,사립,전문대학,830,1282,830,452,1047,666,381,80.2,81.7,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000268,구미대학교,경북,사립,전문대학,1413,2458,1413,1045,2412,1367,1045,96.7,98.1,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000279,대경대학교,경북,사립,전문대학,1456,1864,1456,408,1685,1377,308,94.6,90.4,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000309,문경대학교,경북,사립,전문대학,268,370,268,102,243,218,25,81.3,65.7,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000262,서라벌대학교,경북,사립,전문대학,235,424,235,189,253,234,19,99.6,59.7,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000380,선린대학교,경북,사립,전문대학,672,916,672,244,717,567,150,84.4,78.3,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000547,성운대학교,경북,사립,전문대학,540,961,540,421,755,540,215,100,78.6,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000338,안동과학대학교,경북,사립,전문대학,730,1037,730,307,835,682,153,93.4,80.5,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000257,영남외국어대학,경북,사립,전문대학,287,386,287,99,218,177,41,61.7,56.5,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000381,포항대학교,경북,사립,전문대학,705,1288,705,583,652,599,53,85,50.6,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000522,호산대학교,경북,사립,전문대학,669,936,669,267,834,669,165,100,89.1,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000267,광주보건대학교,광주,사립,전문대학,1084,1561,1084,477,1335,978,357,90.2,85.5,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000273,기독간호대학교,광주,사립,전문대학,111,177,111,66,152,111,41,100,85.9,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000297,동강대학교,광주,사립,전문대학,951,1294,951,343,1054,810,244,85.2,81.5,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000320,서영대학교,광주,사립,전문대학,1703,2672,1703,969,2188,1619,569,95.1,81.9,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000366,조선간호대학교,광주,사립,전문대학,139,193,139,54,193,139,54,100,100,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000365,조선이공대학교,광주,사립,전문대학,1492,1723,1443,280,1479,1359,120,94.2,85.8,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000263,계명문화대학교,대구,사립,전문대학,2106,2900,2106,794,2205,1907,298,90.6,76,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000280,대구공업대학교,대구,사립,전문대학,530,672,530,142,620,507,113,95.7,92.3,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000283,대구과학대학교,대구,사립,전문대학,1552,1965,1552,413,1897,1552,345,100,96.5,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000281,대구보건대학교,대구,사립,전문대학,2146,2875,2146,729,2735,2091,644,97.4,95.1,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000282,수성대학교,대구,사립,전문대학,1212,1499,1212,287,1485,1212,273,100,99.1,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000346,영남이공대학교,대구,사립,전문대학,2188,2945,2188,757,2686,2188,498,100,91.2,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000349,영진전문대학교,대구,사립,전문대학,2507,4087,2507,1580,3284,2502,782,99.8,80.4,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000376,대덕대학교,대전,사립,전문대학,1224,1598,1224,374,922,775,147,63.3,57.7,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000512,대전과학기술대학교,대전,사립,전문대학,1502,1920,1502,418,1537,1240,297,82.6,80.1,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000288,대전보건대학교,대전,사립,전문대학,1584,2044,1584,460,1722,1312,410,82.8,84.2,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000289,우송정보대학,대전,사립,전문대학,1556,2004,1556,448,1536,1447,89,93,76.6,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000253,경남정보대학교,부산,사립,전문대학,2035,4428,2035,2393,2512,1788,724,87.9,56.7,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000284,대동대학교,부산,사립,전문대학,438,599,438,161,466,369,97,84.2,77.8,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000303,동의과학대학교,부산,사립,전문대학,1552,2924,1552,1372,1698,1198,500,77.2,58.1,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000313,부산경상대학교,부산,사립,전문대학,1030,1358,1030,328,1016,886,130,86,74.8,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000315,부산과학기술대학교,부산,사립,전문대학,1194,1981,1194,787,1468,1075,393,90,74.1,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000569,부산보건대학교,부산,사립,전문대학,881,1187,793,394,896,687,209,86.6,75.5,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000314,부산여자대학교,부산,사립,전문대학,618,950,618,332,701,586,115,94.8,73.8,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000388,부산예술대학교,부산,사립,전문대학,450,474,450,24,383,358,25,79.6,80.8,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000300,동양미래대학교,서울,사립,전문대학,2215,3767,2215,1552,2873,2202,671,99.4,76.3,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000307,명지전문대학,서울,사립,전문대학,2527,3503,2527,976,3314,2498,816,98.9,94.6,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000310,배화여자대학교,서울,사립,전문대학,1101,1551,1101,450,1398,1101,297,100,90.1,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000317,삼육보건대학교,서울,사립,전문대학,384,603,384,219,503,384,119,100,83.4,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000321,서울여자간호대학교,서울,사립,전문대학,168,230,168,62,229,168,61,100,99.6,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000324,서일대학교,서울,사립,전문대학,2125,3008,2125,883,2709,2125,584,100,90.1,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000333,숭의여자대학교,서울,사립,전문대학,1375,1688,1375,313,1583,1375,208,100,93.8,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000356,인덕대학교,서울,사립,전문대학,2104,2957,2104,853,2613,2104,509,100,88.4,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000384,한양여자대학교,서울,사립,전문대학,2523,3271,2523,748,3089,2534,555,100.4,94.4,1,0,Y,2026-08-15T03:27:05.075Z
2023,junior-college,0000353,한국영상대학교,세종,사립,전문대학,1096,1851,1096,755,1258,1004,254,91.6,68,1,0,Y,2026-08-15T03:27:05.075Z
