year,school_kind,estb,school_division,region,status,school_rep_code,school_rep_name,campus_count,admission_quota,recruit_total,recruit_within,recruit_outside,enrolled_total,enrolled_within,enrolled_outside,fill_rate_within,fill_rate_within_outside,consolidated_at
2020,대학교,사립,대학,대전,기존,0000182,대전신학대학교,1,32,32,32,0,16,16,0,50,50,2026-08-07T07:48:15.946Z
2020,대학교,사립,대학,대전,기존,0000080,목원대학교,1,1864,1984,1864,120,1973,1864,109,100,99.45,2026-08-07T07:48:15.946Z
2020,대학교,사립,대학,대전,기존,0000081,배재대학교,1,2048,2216,2058,158,2197,2056,141,99.9,99.14,2026-08-07T07:48:15.946Z
2020,대학교,사립,대학,대전,기존,0000184,우송대학교,1,2004,2225,2007,218,2174,2007,167,100,97.71,2026-08-07T07:48:15.946Z
2020,전문대학,사립,전문대학,대전,기존,0000289,우송정보대학,1,2195,2679,2195,484,2155,1968,187,89.66,80.44,2026-08-07T07:48:15.946Z
2020,대학교,사립,대학,대전,기존,0000120,을지대학교,2,1029,1112,1030,82,1096,1030,66,100,98.56,2026-08-07T07:48:15.946Z
2020,대학교,국립,대학,대전,기존,0000020,충남대학교,1,3425,3864,3430,434,3707,3422,285,99.77,95.94,2026-08-07T07:48:15.946Z
2020,대학교,사립,대학,대전,기존,0000551,침례신학대학교,1,360,391,364,27,291,287,4,78.85,74.42,2026-08-07T07:48:15.946Z
2020,대학교,특별법법인,대학,대전,기존,0000468,한국과학기술원,1,970,790,710,80,722,706,16,99.44,91.39,2026-08-07T07:48:15.946Z
2020,기능대학,사립,전문대학,대전,기존,0000484,한국폴리텍 IV 대학,1,410,492,410,82,453,402,51,98.05,92.07,2026-08-07T07:48:15.946Z
2020,대학교,사립,대학,대전,기존,0000145,한남대학교,1,2675,2913,2678,235,2849,2678,171,100,97.8,2026-08-07T07:48:15.946Z
2020,대학교,국립,대학,대전,기존,0000584,한밭대학교,1,1846,2118,1849,269,2070,1845,225,99.78,97.73,2026-08-07T07:48:15.946Z
2020,전문대학,사립,전문대학,부산,기존,0000253,경남정보대학교,1,2578,5071,2578,2493,3050,2355,695,91.35,60.15,2026-08-07T07:48:15.946Z
2020,대학교,사립,대학,부산,기존,0000043,경성대학교,1,2740,3073,2746,327,3062,2744,318,99.93,99.64,2026-08-07T07:48:15.946Z
2020,대학교,사립,대학,부산,기존,0000050,고신대학교,1,886,941,886,55,928,886,42,100,98.62,2026-08-07T07:48:15.946Z
2020,전문대학,사립,전문대학,부산,기존,0000284,대동대학교,1,527,659,527,132,560,475,85,90.13,84.98,2026-08-07T07:48:15.946Z
2020,대학교,사립,대학,부산,기존,0000180,동명대학교,1,1818,2166,1821,345,2027,1768,259,97.09,93.58,2026-08-07T07:48:15.946Z
2020,전문대학,사립,전문대학,부산,폐교,0000296,동부산대학교,1,766,936,766,170,0,0,0,0,0,2026-08-07T07:48:15.946Z
2020,대학교,사립,대학,부산,기존,0000073,동서대학교,1,2375,2666,2375,291,2542,2345,197,98.74,95.35,2026-08-07T07:48:15.946Z
2020,대학교,사립,대학,부산,기존,0000075,동아대학교,1,4058,4468,4064,404,4370,4056,314,99.8,97.81,2026-08-07T07:48:15.946Z
2020,전문대학,사립,전문대학,부산,기존,0000303,동의과학대학교,1,2222,3005,2222,783,2366,1872,494,84.25,78.74,2026-08-07T07:48:15.946Z
2020,대학교,사립,대학,부산,기존,0000077,동의대학교,1,3595,3889,3596,293,3865,3592,273,99.89,99.38,2026-08-07T07:48:15.946Z
2020,전문대학,사립,전문대학,부산,기존,0000569,동주대학교,1,1226,1596,1226,370,1255,1071,184,87.36,78.63,2026-08-07T07:48:15.946Z
2020,대학교,국립,대학,부산,기존,0000578,부경대학교,1,3270,3770,3273,497,3680,3265,415,99.76,97.61,2026-08-07T07:48:15.946Z
2020,대학교,사립,대학,부산,기존,0000082,부산가톨릭대학교,1,916,990,918,72,937,883,54,96.19,94.65,2026-08-07T07:48:15.946Z
2020,전문대학,사립,전문대학,부산,기존,0000313,부산경상대학교,1,1287,1546,992,554,1153,946,207,95.36,74.58,2026-08-07T07:48:15.946Z
2020,전문대학,사립,전문대학,부산,기존,0000315,부산과학기술대학교,1,1406,1974,1406,568,1355,1081,274,76.88,68.64,2026-08-07T07:48:15.946Z
2020,교육대학,국립,대학,부산,기존,0000198,부산교육대학교,1,356,388,357,31,386,357,29,100,99.48,2026-08-07T07:48:15.946Z
2020,대학교,국립,대학,부산,기존,0000011,부산대학교,1,4181,4562,4190,372,4516,4185,331,99.88,98.99,2026-08-07T07:48:15.946Z
2020,사이버대학(대학),사립,대학,부산,기존,0000411,부산디지털대학교,1,1000,2482,1000,1482,808,788,20,78.8,32.55,2026-08-07T07:48:15.946Z
2020,전문대학,사립,전문대학,부산,기존,0000314,부산여자대학교,1,1090,1407,1090,317,970,886,84,81.28,68.94,2026-08-07T07:48:15.946Z
2020,전문대학,사립,전문대학,부산,기존,0000388,부산예술대학교,1,451,542,451,91,345,320,25,70.95,63.65,2026-08-07T07:48:15.946Z
2020,대학교,사립,대학,부산,기존,0000083,부산외국어대학교,1,1813,2032,1817,215,1954,1818,136,100.06,96.16,2026-08-07T07:48:15.946Z
2020,대학교,사립,대학,부산,기존,0000106,신라대학교,1,2143,2344,2142,202,2069,1892,177,88.33,88.27,2026-08-07T07:48:15.946Z
2020,대학교,사립,대학,부산,기존,0000181,영산대학교,2,1500,1671,1501,170,1623,1498,125,99.8,97.13,2026-08-07T07:48:15.946Z
2020,기능대학,사립,전문대학,부산,기존,0000497,한국폴리텍 VII 대학,1,385,462,385,77,437,384,53,99.74,94.59,2026-08-07T07:48:15.946Z
2020,대학교,국립,대학,부산,기존,0000583,한국해양대학교,1,1440,1670,1440,230,1571,1439,132,99.93,94.07,2026-08-07T07:48:15.946Z
2020,사이버대학(대학),사립,대학,부산,기존,0000423,화신사이버대학교,1,430,1523,430,1093,555,430,125,100,36.44,2026-08-07T07:48:15.946Z
2020,대학교,사립,대학,서울,기존,0000035,감리교신학대학교,1,200,218,202,16,198,191,7,94.55,90.83,2026-08-07T07:48:15.946Z
2020,대학교,사립,대학,서울,기존,0000565,강서대학교,1,277,336,281,55,303,281,22,100,90.18,2026-08-07T07:48:15.946Z
2020,대학교,사립,대학,서울,기존,0000047,경희대학교,1,4720,5843,4732,1111,5739,4710,1029,99.54,98.22,2026-08-07T07:48:15.946Z
2020,사이버대학(대학),사립,대학,서울,기존,0000408,경희사이버대학교,1,3000,7965,3000,4965,2837,2009,828,66.97,35.62,2026-08-07T07:48:15.946Z
2020,사이버대학(대학),사립,대학,서울,기존,0000418,고려사이버대학교,1,2485,5601,2485,3116,2292,1822,470,73.32,40.92,2026-08-07T07:48:15.946Z
2020,대학교,사립,대학,서울,기존,0000053,광운대학교,1,1684,2043,1687,356,2023,1685,338,99.88,99.02,2026-08-07T07:48:15.946Z
2020,대학교,사립,대학,서울,기존,0000056,국민대학교,1,2863,3527,2874,653,3393,2868,525,99.79,96.2,2026-08-07T07:48:15.946Z
2020,대학교,사립,대학,서울,기존,0000070,덕성여자대학교,1,1040,1117,1043,74,1107,1040,67,99.71,99.1,2026-08-07T07:48:15.946Z
2020,대학교,사립,대학,서울,기존,0000072,동덕여자대학교,1,1507,1707,1510,197,1663,1509,154,99.93,97.42,2026-08-07T07:48:15.946Z
2020,전문대학,사립,전문대학,서울,기존,0000300,동양미래대학교,1,2135,4404,2135,2269,2833,2135,698,100,64.33,2026-08-07T07:48:15.946Z
2020,사이버대학(대학),사립,대학,서울,기존,0000420,디지털서울문화예술대학교,1,990,3035,990,2045,889,765,124,77.27,29.29,2026-08-07T07:48:15.946Z
2020,전문대학,사립,전문대학,서울,기존,0000307,명지전문대학,1,2644,3424,2644,780,3424,2644,780,100,100,2026-08-07T07:48:15.946Z
2020,전문대학,사립,전문대학,서울,기존,0000310,배화여자대학교,1,1208,1736,1208,528,1476,1208,268,100,85.02,2026-08-07T07:48:15.946Z
2020,사이버대학(대학),사립,대학,서울,기존,0000422,사이버한국외국어대학교,1,1600,3552,1600,1952,1928,1360,568,85,54.28,2026-08-07T07:48:15.946Z
2020,대학교,사립,대학,서울,기존,0000084,삼육대학교,1,1122,1299,1122,177,1275,1121,154,99.91,98.15,2026-08-07T07:48:15.946Z
2020,전문대학,사립,전문대학,서울,기존,0000317,삼육보건대학교,1,396,627,396,231,528,396,132,100,84.21,2026-08-07T07:48:15.946Z
2020,대학교,사립,대학,서울,기존,0000085,상명대학교,2,2607,2988,2607,381,2957,2606,351,99.96,98.96,2026-08-07T07:48:15.946Z
2020,대학교,사립,대학,서울,기존,0000087,서강대학교,1,1574,1880,1576,304,1866,1568,298,99.49,99.26,2026-08-07T07:48:15.946Z
2020,대학교,사립,대학,서울,기존,0000088,서경대학교,1,1269,1552,1275,277,1532,1273,259,99.84,98.71,2026-08-07T07:48:15.946Z
2020,대학교,국립,대학,서울,기존,0000027,서울과학기술대학교,1,2067,2417,2075,342,2373,2075,298,100,98.18,2026-08-07T07:48:15.946Z
2020,교육대학,국립,대학,서울,기존,0000199,서울교육대학교,1,355,394,355,39,394,355,39,100,100,2026-08-07T07:48:15.946Z
2020,대학교,사립,대학,서울,기존,0000069,서울기독대학교,1,136,145,136,9,128,126,2,92.65,88.28,2026-08-07T07:48:15.946Z
2020,대학교,국립대법인,대학,서울,기존,0000012,서울대학교,1,3130,3383,3134,249,3378,3129,249,99.84,99.85,2026-08-07T07:48:15.946Z
2020,사이버대학(대학),사립,대학,서울,기존,0000412,서울디지털대학교,1,3000,4834,1800,3034,1899,1192,707,66.22,39.28,2026-08-07T07:48:15.946Z
2020,사이버대학(대학),사립,대학,서울,기존,0000413,서울사이버대학교,1,3270,9008,3270,5738,3908,2702,1206,82.63,43.38,2026-08-07T07:48:15.946Z
2020,대학교,공립,대학,서울,기존,0000030,서울시립대학교,1,1697,1841,1710,131,1822,1701,121,99.47,98.97,2026-08-07T07:48:15.946Z
2020,전문대학,사립,전문대학,서울,기존,0000321,서울여자간호대학교,1,168,263,168,95,259,168,91,100,98.48,2026-08-07T07:48:15.946Z
2020,대학교,사립,대학,서울,기존,0000091,서울여자대학교,1,1592,1719,1595,124,1711,1593,118,99.87,99.53,2026-08-07T07:48:15.946Z
2020,전문대학,사립,전문대학,서울,기존,0000324,서일대학교,1,2145,3228,2145,1083,2629,2145,484,100,81.44,2026-08-07T07:48:15.946Z
2020,대학교,사립,대학,서울,기존,0000096,성공회대학교,1,502,540,503,37,529,502,27,99.8,97.96,2026-08-07T07:48:15.946Z
2020,대학교,사립,대학,서울,기존,0000097,성균관대학교,1,3303,4102,3306,796,4087,3295,792,99.67,99.63,2026-08-07T07:48:15.946Z
2020,대학교,사립,대학,서울,기존,0000098,성신여자대학교,1,2060,2264,2061,203,2226,2061,165,100,98.32,2026-08-07T07:48:15.946Z
2020,대학교,사립,대학,서울,기존,0000100,세종대학교,1,2320,2861,2331,530,2771,2330,441,99.96,96.85,2026-08-07T07:48:15.946Z
2020,사이버대학(대학),사립,대학,서울,기존,0000415,세종사이버대학교,1,2180,5086,2180,2906,2794,1887,907,86.56,54.94,2026-08-07T07:48:15.946Z
2020,대학교,사립,대학,서울,기존,0000103,숙명여자대학교,1,2110,2423,2116,307,2407,2108,299,99.62,99.34,2026-08-07T07:48:15.946Z
2020,대학교,사립,대학,서울,기존,0000105,숭실대학교,1,2675,3197,2686,511,3172,2682,490,99.85,99.22,2026-08-07T07:48:15.946Z
2020,사이버대학(대학),사립,대학,서울,기존,0000419,숭실사이버대학교,1,1650,4473,1650,2823,1636,1235,401,74.85,36.58,2026-08-07T07:48:15.946Z
2020,전문대학,사립,전문대학,서울,기존,0000333,숭의여자대학교,1,1548,1891,1548,343,1727,1548,179,100,91.33,2026-08-07T07:48:15.946Z
2020,대학교,사립,대학,서울,기존,0000121,이화여자대학교,1,3027,3379,3031,348,3367,3025,342,99.8,99.64,2026-08-07T07:48:15.946Z
2020,전문대학,사립,전문대학,서울,기존,0000356,인덕대학교,1,2280,3271,2280,991,2834,2280,554,100,86.64,2026-08-07T07:48:15.946Z
2020,대학교,사립,대학,서울,기존,0000125,장로회신학대학교,1,150,163,150,13,157,150,7,100,96.32,2026-08-07T07:48:15.946Z
2020,기술대학,사립,대학,서울,기존,0000228,정석대학,1,25,100,100,0,31,31,0,31,31,2026-08-07T07:48:15.946Z
2020,대학교,사립,대학,서울,기존,0000129,중앙대학교,2,4318,5272,4330,942,5217,4288,929,99.03,98.96,2026-08-07T07:48:15.946Z
2020,대학교,사립,대학,서울,기존,0000133,총신대학교,1,334,375,336,39,363,336,27,100,96.8,2026-08-07T07:48:15.946Z
2020,대학교,사립,대학,서울,기존,0000134,추계예술대학교,1,269,289,270,19,277,266,11,98.52,95.85,2026-08-07T07:48:15.946Z
2020,방송통신대학,국립,대학,서울,기존,0000215,한국방송통신대학교,1,55050,58742,55050,3692,13530,13196,334,23.97,23.03,2026-08-07T07:48:15.946Z
2020,대학교,사립,대학,서울,기존,0000142,한국성서대학교,1,223,247,223,24,236,222,14,99.55,95.55,2026-08-07T07:48:15.946Z
2020,사이버대학(대학),사립,대학,서울,기존,0000416,한국열린사이버대학교,1,1000,4053,1000,3053,1791,1000,791,100,44.19,2026-08-07T07:48:15.946Z
2020,각종학교(대학),특별법국립,대학,서울,기존,0000471,한국예술종합학교,1,558,597,558,39,549,534,15,95.7,91.96,2026-08-07T07:48:15.946Z
2020,대학교,사립,대학,서울,기존,0000143,한국외국어대학교,1,3377,3833,3398,435,3809,3385,424,99.62,99.37,2026-08-07T07:48:15.946Z
2020,대학교,국립,대학,서울,기존,0000023,한국체육대학교,1,545,592,547,45,585,545,40,99.63,98.82,2026-08-07T07:48:15.946Z
2020,기능대학,사립,전문대학,서울,기존,0000478,한국폴리텍 I 대학,1,260,312,260,52,294,259,35,99.62,94.23,2026-08-07T07:48:15.946Z
2020,기능대학,사립,전문대학,서울,기존,0000477,한국폴리텍 I 대학,1,565,770,565,205,733,565,168,100,95.19,2026-08-07T07:48:15.946Z
2020,대학교,사립,대학,서울,기존,0000150,한성대학교,1,1458,1680,1463,217,1625,1456,169,99.52,96.73,2026-08-07T07:48:15.946Z
2020,사이버대학(대학),사립,대학,서울,기존,0000421,한양사이버대학교,1,3240,7920,3240,4680,3816,2701,1115,83.36,48.18,2026-08-07T07:48:15.946Z
2020,전문대학,사립,전문대학,서울,기존,0000384,한양여자대학교,1,2521,3199,2521,678,3052,2521,531,100,95.4,2026-08-07T07:48:15.946Z
2020,대학교,사립,대학,서울,기존,0000539,한영신학대학교,1,180,202,180,22,202,180,22,100,100,2026-08-07T07:48:15.946Z
2020,대학교,사립,대학,서울,기존,0000160,홍익대학교,2,3670,4309,3711,598,4286,3706,580,99.87,99.47,2026-08-07T07:48:15.946Z
2020,대학교,사립,대학,세종,기존,0000049,고려대학교,2,5117,5928,5125,803,5844,5115,729,99.8,98.58,2026-08-07T07:48:15.946Z
2020,대학교,사립,대학,세종,기존,0000066,대전가톨릭대학교,1,40,42,40,2,14,14,0,35,33.33,2026-08-07T07:48:15.946Z
2020,전문대학,사립,전문대학,세종,기존,0000353,한국영상대학교,1,1169,1799,1169,630,1433,1124,309,96.15,79.66,2026-08-07T07:48:15.946Z
2020,대학교,특별법법인,대학,울산,기존,0000527,울산과학기술원,1,360,396,360,36,378,357,21,99.17,95.45,2026-08-07T07:48:15.946Z
2020,전문대학,사립,전문대학,울산,기존,0000352,울산과학대학교,1,1743,3141,1743,1398,2237,1711,526,98.16,71.22,2026-08-07T07:48:15.946Z
2020,대학교,사립,대학,울산,기존,0000117,울산대학교,1,2732,2985,2742,243,2916,2727,189,99.45,97.69,2026-08-07T07:48:15.946Z
2020,전문대학,사립,전문대학,울산,기존,0000375,춘해보건대학교,1,670,1081,670,411,921,650,271,97.01,85.2,2026-08-07T07:48:15.946Z
2020,기능대학,사립,전문대학,울산,기존,0000498,한국폴리텍 VII 대학,1,325,390,325,65,377,325,52,100,96.67,2026-08-07T07:48:15.946Z
2020,교육대학,국립,대학,인천,기존,0000200,경인교육대학교,1,598,660,598,62,656,595,61,99.5,99.39,2026-08-07T07:48:15.946Z
2020,전문대학,사립,전문대학,인천,기존,0000261,경인여자대학교,1,1668,2257,1668,589,2138,1668,470,100,94.73,2026-08-07T07:48:15.946Z
2020,대학교,사립,대학,인천,기존,0000123,인천가톨릭대학교,2,166,181,166,15,176,165,11,99.4,97.24,2026-08-07T07:48:15.946Z
2020,대학교,국립대법인,대학,인천,기존,0000031,인천대학교,1,2492,2801,2497,304,2740,2495,245,99.92,97.82,2026-08-07T07:48:15.946Z
2020,전문대학,사립,전문대학,인천,기존,0000587,인천재능대학교,1,1576,2205,1576,629,1950,1576,374,100,88.44,2026-08-07T07:48:15.946Z
2020,전문대학,사립,전문대학,인천,기존,0000357,인하공업전문대학,1,2692,3330,2692,638,3330,2692,638,100,100,2026-08-07T07:48:15.946Z
2020,대학교,사립,대학,인천,기존,0000124,인하대학교,1,3411,4009,3414,595,4005,3411,594,99.91,99.9,2026-08-07T07:48:15.946Z
2020,기능대학,사립,전문대학,인천,기존,0000481,한국폴리텍 II 대학,1,25,30,25,5,30,25,5,100,100,2026-08-07T07:48:15.946Z
2020,기능대학,사립,전문대학,인천,기존,0000480,한국폴리텍 II 대학,1,860,1131,860,271,1044,859,185,99.88,92.31,2026-08-07T07:48:15.946Z
2020,전문대학,사립,전문대학,전남,기존,0000585,고구려대학교,1,934,2006,934,1072,914,862,52,92.29,45.56,2026-08-07T07:48:15.946Z
2020,전문대학,사립,전문대학,전남,기존,0000266,광양보건대학교,1,655,531,495,36,96,89,7,17.98,18.08,2026-08-07T07:48:15.946Z
2020,대학교,사립,대학,전남,기존,0000054,광주가톨릭대학교,1,40,40,40,0,24,24,0,60,60,2026-08-07T07:48:15.946Z
2020,대학교,사립,대학,전남,기존,0000074,동신대학교,1,1548,1706,1560,146,1547,1414,133,90.64,90.68,2026-08-07T07:48:15.946Z
2020,전문대학,사립,전문대학,전남,기존,0000532,동아보건대학교,1,596,886,596,290,629,553,76,92.79,70.99,2026-08-07T07:48:15.946Z
2020,대학교,사립,대학,전남,기존,0000166,목포가톨릭대학교,1,120,126,120,6,126,120,6,100,100,2026-08-07T07:48:15.946Z
2020,전문대학,사립,전문대학,전남,기존,0000308,목포과학대학교,1,859,1088,859,229,928,859,69,100,85.29,2026-08-07T07:48:15.946Z
2020,대학교,국립,대학,전남,기존,0000576,목포대학교,1,1576,1897,1591,306,1785,1575,210,98.99,94.1,2026-08-07T07:48:15.946Z
2020,대학교,국립,대학,전남,기존,0000577,목포해양대학교,1,691,755,694,61,738,692,46,99.71,97.75,2026-08-07T07:48:15.946Z
2020,대학교,사립,대학,전남,기존,0000064,세한대학교,1,914,963,913,50,943,910,33,99.67,97.92,2026-08-07T07:48:15.946Z
2020,대학교,국립,대학,전남,기존,0000579,순천대학교,1,1588,1822,1595,227,1748,1585,163,99.37,95.94,2026-08-07T07:48:15.946Z
2020,전문대학,사립,전문대학,전남,기존,0000331,순천제일대학교,1,1073,1502,1073,429,1267,1048,219,97.67,84.35,2026-08-07T07:48:15.946Z
2020,대학교,사립,대학,전남,기존,0000114,영산선학대학교,1,50,52,50,2,6,6,0,12,11.54,2026-08-07T07:48:15.946Z
2020,전문대학,사립,전문대학,전남,기존,0000360,전남과학대학교,1,1279,2210,1279,931,1734,1227,507,95.93,78.46,2026-08-07T07:48:15.946Z
2020,전문대학,공립,전문대학,전남,기존,0000389,전남도립대학교,1,705,739,705,34,681,647,34,91.77,92.15,2026-08-07T07:48:15.946Z
2020,전문대학,사립,전문대학,전남,기존,0000332,청암대학교,1,1051,1437,1051,386,1113,979,134,93.15,77.45,2026-08-07T07:48:15.946Z
2020,대학교,사립,대학,전남,기존,0000190,초당대학교,1,752,793,752,41,793,752,41,100,100,2026-08-07T07:48:15.946Z
2020,기능대학,사립,전문대학,전남,기존,0000543,한국폴리텍 V 대학,1,0,7,0,7,7,0,7,0,100,2026-08-07T07:48:15.946Z
